id,first_name,middle_name,last_name,email,address_line_1,address_line_2,address_village,address_zip,ID_type,ID_num,date_issued,date_expired,height,weight,hair,eye,sex,class,endorsements,restrictions,dob
13,Edward,Jason,Taylor,jtaylorc@hp.com,4858 Meadow Vale Parkway,25 Debra Court,Mangilao,96913,Guam ID Card,9045114746,5/4/1981,3/2/1978,7.811,97.22,Turquoise,Crimson,Male,Chauffeur,ABCD,Z,10/20/2003
14,Mildred,Lois,Boyd,lboydd@mayoclinic.com,533 Eggendart Court,0061 Coolidge Point,Talofofo,96910,Guam Drivers License,4482545788,1/6/1972,11/29/1998,5.211,236.17,Turquoise,Green,Female,Master,ABC,ZY,2/13/1984
15,Michael,Terry,Garrett,tgarrette@state.gov,2 Alpine Lane,4 Petterle Terrace,inajana,96910,Guam ID Card,6924223709,4/3/1970,6/28/2008,4.56,361.2,Puce,Purple,Male,Master,ABCDE,Z,9/24/1978
16,Juan,Frank,Rose,frosef@woothemes.com,6 Pine View Street,1329 Caliangt Center,Hagtna,96922,Guam Drivers License,9699458102,7/21/1992,2/17/1952,4.883,132.92,Blue,Violet,Male,Master,AB,ZYX,6/8/1999
17,Marie,Rebecca,White,rwhiteg@ow.ly,776 Sunfield Way,223 Northfield Place,Agat,96926,Guam Drivers License,6496568902,11/23/1959,6/21/2019,5.419,159.36,Khaki,Orange,Female,Chauffeur,ABC,ZYX,9/30/1978
18,Ashley,Sharon,Taylor,staylorh@geocities.com,7 Autumn Leaf Junction,88 Sundown Road,Inarajan,96932,Guam ID Card,10698465537,6/17/1924,4/27/1922,4.311,293.15,Green,Blue,Female,Operator,AB,ZYX,6/4/1969
19,Gloria,Robin,Stevens,rstevensi@hubpages.com,68026 Brown Alley,0031 Westend Crossing,Santa Rita,96913,Guam Drivers License,6711871695,2/2/1995,1/26/1921,6.815,246.77,Red,Yellow,Female,Master,ABCDE,ZY,4/23/1973
20,Anthony,Paul,Ferguson,pfergusonj@dot.gov,53257 Waywood Alley,1 Service Way,Piti,96917,Guam Drivers License,10451927051,6/8/1934,4/15/1955,4.659,370.68,Teal,Yellow,Male,Chauffeur,ABC,Z,10/9/1963
21,Lori,Kathy,Thompson,kthompsonk@china.com.cn,9245 Anniversary Circle,7696 Arkansas Way,Asan/Maina,96922,Guam ID Card,5375599560,8/15/1922,4/20/1959,6.904,189.2,Goldenrod,Turquoise,Female,Chauffeur,ABC,ZY,11/25/1972
22,Kimberly,Annie,Ramirez,aramirezl@myspace.com,43573 Hanover Way,1308 Northwestern Circle,Chalan Pago/Ordot,96926,Guam Drivers License,6238422833,11/22/1971,2/10/1981,5.693,359.66,Mauv,Aquamarine,Female,Chauffeur,AB,ZYX,1/14/1994
23,Stephanie,Barbara,Brooks,bbrooksm@china.com.cn,80300 Grasskamp Parkway,31542 Truax Terrace,Piti,96926,Guam ID Card,11140183821,10/9/1956,8/19/1968,6.248,145.8,Fuscia,Red,Female,Operator,ABCD,Z,12/17/2008
24,Fred,Shawn,Morrison,smorrisonn@webeden.co.uk,32646 Acker Avenue,1 Manufacturers Junction,Talofofo,96918,Guam Drivers License,4569569768,2/14/1937,8/22/1949,4.776,297.93,Purple,Puce,Male,Chauffeur,A,ZYX,9/7/1980
25,Joshua,Benjamin,Hill,bhillo@wiley.com,181 Cherokee Hill,36 Pawling Street,Barrigada,96913,Guam Drivers License,4223109633,12/22/1940,1/18/1997,7.131,138.58,Turquoise,Mauv,Male,Master,ABC,ZY,10/24/1996
26,Philip,Billy,Boyd,bboydp@mozilla.org,0029 Redwing Circle,1 Mcbride Circle,Chalan Pago/Ordot,96930,Guam Drivers License,5103622517,2/10/1957,11/22/2015,6.335,93.63,Goldenrod,Indigo,Male,Chauffeur,ABC,ZYX,3/28/2005
27,Melissa,Tina,Ross,trossq@scientificamerican.com,8065 Kropf Center,76 Hanson Street,Agana Hts.,96929,Guam ID Card,10501074316,7/30/1917,4/14/2018,4.986,99.76,Maroon,Aquamarine,Female,Operator,ABCDE,ZY,5/17/1966
28,Janet,Maria,Thompson,mthompsonr@utexas.edu,46 Ridgeview Circle,205 Corben Hill,inajana,96927,Guam ID Card,4630157059,4/27/1943,9/2/1959,7.0,150.23,Khaki,Green,Female,Operator,A,Z,6/10/1971
29,Jane,Rose,Bishop,rbishops@goo.gl,49272 Kinsman Avenue,012 Arkansas Trail,Asan/Maina,96927,Guam ID Card,8701856506,11/17/1924,12/16/2010,5.136,247.54,Puce,Aquamarine,Female,Chauffeur,ABC,ZYX,7/25/1987
30,Rose,Susan,Hughes,shughest@bloglines.com,1197 Toban Lane,87580 Eagan Trail,Agana Hts.,96931,Guam ID Card,2997869444,12/5/1936,10/17/2014,5.876,348.75,Violet,Puce,Female,Master,ABCD,Z,6/27/1953
31,Jeffrey,Richard,Knight,rknightu@soup.io,35185 Merchant Lane,531 Swallow Drive,Mangilao,96917,Guam Drivers License,1833412607,3/8/1977,12/4/1940,4.04,103.52,Red,Mauv,Male,Master,AB,Z,5/24/1957
32,Marie,Dorothy,Wells,dwellsv@is.gd,2984 Meadow Ridge Lane,16 La Follette Street,Asan/Maina,96910,Guam Drivers License,2609450409,10/5/2013,3/10/1940,6.586,182.79,Red,Pink,Female,Chauffeur,A,ZY,3/30/1961
33,Cheryl,Diana,Boyd,dboydw@msu.edu,11370 Onsgard Place,60667 Graedel Point,Talofofo,96921,Guam Drivers License,8263905886,6/2/1931,9/12/1933,5.326,370.75,Teal,Khaki,Female,Operator,ABCD,ZYX,2/20/1957
34,Andrew,Eugene,Howard,ehowardx@cnbc.com,111 Vernon Crossing,75488 Bartillon Court,Tamuning,96913,Guam ID Card,9908907156,12/11/1969,3/7/1974,5.295,114.1,Turquoise,Goldenrod,Male,Chauffeur,ABC,ZYX,11/4/1997
35,Tina,Maria,Robertson,mrobertsony@typepad.com,4616 Springs Place,5226 Hooker Way,Mongmong/Toto/Maite,96915,Guam Drivers License,10657882663,9/28/1924,6/19/1955,5.085,83.8,Crimson,Aquamarine,Female,Operator,A,ZY,3/10/1979
36,Earl,Ernest,King,ekingz@networkadvertising.org,35212 Bayside Terrace,10 Charing Cross Court,Yigo,"",Guam ID Card,8130652804,9/27/1930,12/30/1960,6.868,110.21,Orange,Maroon,Male,Chauffeur,AB,Z,1/5/1985
37,Betty,Rachel,Watson,rwatson10@latimes.com,3309 Cody Way,31 Moose Drive,Yona,96919,Guam Drivers License,8560882154,7/10/1952,8/21/1992,7.645,96.84,Red,Orange,Female,Chauffeur,ABCDE,ZYX,8/23/1982
38,David,Roy,Price,rprice11@liveinternet.ru,84 Spohn Park,4 Fairfield Pass,Tamuning,"",Guam ID Card,8044206387,5/10/2001,10/23/2005,6.534,336.8,Orange,Yellow,Male,Operator,A,Z,11/24/1997
39,Benjamin,Walter,Green,wgreen12@forbes.com,33129 Coleman Point,26 Dixon Hill,Talofofo,96932,Guam ID Card,7938323687,11/8/2004,5/29/1973,5.948,87.23,Aquamarine,Yellow,Male,Chauffeur,ABCDE,ZY,4/26/1972
40,Amanda,Judith,Henderson,jhenderson13@amazon.de,343 La Follette Center,4 Stoughton Park,Tamuning,"",Guam ID Card,3741548511,10/26/1973,7/15/1971,4.725,156.16,Fuscia,Turquoise,Female,Operator,ABC,Z,12/16/2004
41,Adam,Benjamin,Montgomery,bmontgomery14@dailymail.co.uk,917 Coleman Junction,05603 Fairfield Street,Chalan Pago/Ordot,96912,Guam ID Card,8674354433,2/21/1987,3/12/1940,6.21,331.06,Fuscia,Maroon,Male,Operator,ABCDE,ZYX,4/1/1968
42,Russell,Samuel,Rose,srose15@state.tx.us,549 Blue Bill Park Point,3 Tennyson Place,Tamuning,96932,Guam Drivers License,7519095719,7/5/1933,7/25/1950,5.605,239.17,Fuscia,Puce,Male,Master,AB,Z,10/16/2012
43,Linda,Carol,Wallace,cwallace16@jalbum.net,1636 Ryan Plaza,6876 Vera Drive,Mongmong/Toto/Maite,96911,Guam Drivers License,5471606245,5/22/1981,5/4/2002,7.539,335.24,Green,Aquamarine,Female,Operator,ABCD,Z,10/30/1969
44,Teresa,Louise,Porter,lporter17@apple.com,1868 East Crossing,072 Division Trail,Hagtna,"",Guam ID Card,3884361870,12/26/1922,6/9/1941,4.086,269.16,Maroon,Turquoise,Female,Chauffeur,AB,Z,1/22/1989
45,Susan,Tina,Robinson,trobinson18@prnewswire.com,95 Merchant Terrace,1563 Morrow Plaza,Umatac,96921,Guam ID Card,3647024586,12/19/1953,11/4/1928,4.659,223.68,Fuscia,Turquoise,Female,Operator,A,ZY,5/6/1993
46,Julia,Tammy,Gordon,tgordon19@usatoday.com,94 Northfield Lane,904 Farwell Trail,Santa Rita,96930,Guam Drivers License,2413680860,10/4/1997,6/16/1976,5.156,311.57,Puce,Red,Female,Operator,ABC,ZY,11/7/1961
47,Timothy,Justin,Howell,jhowell1a@ihg.com,3028 2nd Plaza,1418 Kenwood Hill,Santa Rita,96916,Guam ID Card,2019307515,2/12/1935,6/13/1926,5.15,107.3,Goldenrod,Turquoise,Male,Master,A,ZYX,2/18/1976
48,Heather,Christine,Simpson,csimpson1b@stumbleupon.com,1 Memorial Parkway,80184 Quincy Terrace,Yigo,96918,Guam ID Card,5547153428,4/8/1975,3/21/2011,7.344,371.69,Khaki,Turquoise,Female,Chauffeur,ABCD,ZYX,9/11/1980
49,Louise,Sara,Sims,ssims1c@cbslocal.com,4184 Lighthouse Bay Junction,9353 Walton Center,Dededo,96925,Guam ID Card,3647253808,5/12/1921,3/9/1999,4.678,281.51,Aquamarine,Green,Female,Operator,ABCDE,ZY,1/6/1966
50,Sean,Fred,Phillips,fphillips1d@oakley.com,006 Riverside Place,354 Debs Terrace,Yona,96929,Guam Drivers License,9851322748,7/16/1955,3/19/1932,4.959,299.25,Aquamarine,Khaki,Male,Chauffeur,ABCD,Z,9/24/1957
51,William,George,Reed,greed1e@jalbum.net,8271 Maple Circle,17 Dryden Junction,Dededo,96921,Guam Drivers License,11162746814,12/10/1962,8/7/1964,6.524,143.55,Goldenrod,Green,Male,Operator,ABC,ZY,11/17/1965
52,Alan,Jason,Johnston,jjohnston1f@oaic.gov.au,37021 Loeprich Parkway,54957 Scoville Way,inajana,96930,Guam Drivers License,5422402183,10/3/1928,3/29/1955,6.597,240.66,Aquamarine,Pink,Male,Chauffeur,A,ZYX,8/5/1985
53,Joyce,Marilyn,Long,mlong1g@over-blog.com,59 Claremont Plaza,177 Autumn Leaf Parkway,Chalan Pago/Ordot,96911,Guam Drivers License,10858879987,1/18/1980,6/6/1930,6.262,250.86,Maroon,Indigo,Female,Chauffeur,A,ZYX,2/16/2000
54,Stephanie,Stephanie,Hunt,shunt1h@qq.com,75799 Corry Crossing,05 Marcy Avenue,Umatac,96929,Guam Drivers License,4189691500,6/27/1970,1/13/1982,4.028,311.58,Teal,Fuscia,Female,Master,ABCD,ZYX,2/2/1997
55,Louise,Irene,Thomas,ithomas1i@last.fm,1 Hansons Junction,4775 Mayfield Alley,Umatac,96918,Guam Drivers License,2864390443,3/1/2010,5/17/1996,4.429,286.57,Goldenrod,Purple,Female,Operator,ABCDE,ZY,5/18/2000
56,James,Douglas,Peters,dpeters1j@prlog.org,46 Stone Corner Terrace,6 Monument Avenue,Talofofo,96930,Guam Drivers License,3532018274,8/2/2007,12/7/1999,6.068,228.31,Red,Indigo,Male,Chauffeur,AB,Z,1/29/1963
57,Barbara,Julia,Thomas,jthomas1k@abc.net.au,7 Banding Road,8938 Lindbergh Street,Asan/Maina,96913,Guam Drivers License,6605946913,2/2/1938,3/26/1992,6.097,306.1,Fuscia,Yellow,Female,Chauffeur,ABC,Z,6/5/1950
58,Stephanie,Debra,Stanley,dstanley1l@utexas.edu,634 Summit Drive,23 Sachtjen Avenue,Hagtna,96919,Guam ID Card,7590116495,9/24/1939,8/12/1975,7.545,299.15,Khaki,Green,Female,Master,A,Z,6/28/1953
59,Carlos,Bruce,Lopez,blopez1m@yolasite.com,705 Division Court,3489 Scott Park,Hagtna,96922,Guam Drivers License,2893103150,7/17/1957,6/6/1933,7.49,97.22,Goldenrod,Green,Male,Operator,A,ZY,3/28/1990
60,Joe,Nicholas,Thompson,nthompson1n@webnode.com,866 Gulseth Hill,87 Orin Road,Barrigada,96914,Guam Drivers License,9928253112,11/11/1972,6/21/1927,4.562,335.24,Red,Indigo,Male,Master,ABC,ZYX,8/17/2015
61,Earl,Sean,Bowman,sbowman1o@dyndns.org,00934 Armistice Terrace,2 Ludington Place,Mongmong/Toto/Maite,96911,Guam Drivers License,3346646669,1/25/1953,7/8/1935,5.015,321.48,Teal,Yellow,Male,Master,A,ZY,8/26/1956
62,Frank,David,Day,dday1p@xrea.com,5 Thierer Pass,1 Fair Oaks Drive,Inarajan,96927,Guam ID Card,2120036154,5/31/1994,9/1/1988,4.69,199.07,Aquamarine,Puce,Male,Operator,ABCD,ZY,1/28/1960
63,Ashley,Mary,Stewart,mstewart1q@so-net.ne.jp,069 John Wall Alley,2945 Hallows Street,Asan/Maina,96929,Guam Drivers License,6038178922,7/16/1987,4/25/1959,7.639,138.21,Red,Pink,Female,Chauffeur,ABC,Z,7/27/1981
64,Beverly,Laura,Montgomery,lmontgomery1r@foxnews.com,29689 Goodland Drive,93852 Hoard Way,Umatac,96919,Guam ID Card,3918809868,12/4/2008,12/26/1947,5.012,131.2,Blue,Pink,Female,Master,A,ZYX,6/28/1992
65,Jeremy,Carlos,Campbell,ccampbell1s@wisc.edu,4137 Fuller Circle,1 Cardinal Point,Piti,96932,Guam ID Card,9278312397,7/19/1979,6/30/1952,6.365,134.76,Mauv,Orange,Male,Chauffeur,ABCDE,Z,7/9/1961
66,Kathy,Michelle,Holmes,mholmes1t@infoseek.co.jp,179 Clemons Plaza,63 Springview Terrace,inajana,96929,Guam Drivers License,4402413870,8/21/1998,12/19/1935,7.059,196.84,Fuscia,Khaki,Female,Master,ABC,ZY,1/29/1961
67,Terry,Henry,Reyes,hreyes1u@accuweather.com,7997 Muir Alley,679 Montana Hill,Talofofo,96912,Guam Drivers License,9843986423,1/16/1941,2/29/1944,7.63,308.52,Mauv,Fuscia,Male,Chauffeur,AB,ZY,11/14/1955
68,Angela,Kathryn,Long,klong1v@qq.com,6 Brickson Park Court,88 Hanover Plaza,Yigo,96929,Guam ID Card,5751005043,3/15/2008,4/29/1996,4.044,119.21,Goldenrod,Purple,Female,Operator,ABCDE,Z,6/18/1971
69,Randy,Daniel,Fox,dfox1w@elpais.com,9 Golden Leaf Park,49871 Doe Crossing Parkway,Tamuning,96915,Guam ID Card,1726464114,6/26/1979,5/18/2018,4.92,190.4,Crimson,Maroon,Male,Chauffeur,AB,ZYX,12/19/2005
70,Raymond,Albert,Cook,acook1x@businessinsider.com,23 Sugar Street,75 Arrowood Alley,Santa Rita,96917,Guam ID Card,8308276483,3/21/1949,8/14/1998,4.864,102.06,Blue,Green,Male,Master,A,Z,6/26/1982
71,Jerry,Mark,Moreno,mmoreno1y@example.com,54 Mifflin Pass,1 Brentwood Trail,Merizo,96911,Guam Drivers License,5947799399,9/1/1956,8/16/1920,5.284,129.72,Fuscia,Mauv,Male,Operator,ABCDE,ZYX,2/27/2008
72,Howard,Earl,Johnston,ejohnston1z@indiatimes.com,906 Johnson Alley,8124 8th Drive,Agana Hts.,96917,Guam Drivers License,2527563664,2/8/1922,9/5/1955,7.985,339.55,Purple,Mauv,Male,Chauffeur,ABCD,Z,3/27/2000
73,Irene,Tina,Tucker,ttucker20@techcrunch.com,2 Village Avenue,87463 Lakeland Junction,Talofofo,96923,Guam Drivers License,5394089183,12/3/1981,1/31/2003,5.175,193.14,Mauv,Purple,Female,Chauffeur,A,Z,1/9/1953
74,Fred,Peter,Reed,preed21@webeden.co.uk,86 Dixon Avenue,619 Cordelia Trail,Umatac,96913,Guam Drivers License,1405142997,11/5/1931,4/11/1985,4.592,83.24,Yellow,Goldenrod,Male,Operator,ABC,ZYX,12/11/1959
75,Ruby,Kimberly,Brown,kbrown22@globo.com,9 Coolidge Hill,79 Luster Court,Merizo,96918,Guam ID Card,10335100709,10/29/1977,1/12/2019,6.469,313.37,Indigo,Purple,Female,Master,ABC,Z,7/15/1990
76,Tammy,Kimberly,Oliver,koliver23@miitbeian.gov.cn,58 John Wall Road,81 West Lane,Hagtna,96917,Guam Drivers License,4066531638,6/19/1992,2/23/1992,4.841,95.95,Aquamarine,Pink,Female,Master,ABCD,ZYX,5/19/1988
77,Mary,Robin,Kelley,rkelley24@yahoo.com,88289 American Trail,2385 Carberry Trail,Santa Rita,96918,Guam Drivers License,6066938055,12/25/1954,1/12/1986,7.492,297.7,Pink,Fuscia,Female,Master,ABCD,Z,11/1/2009
78,Judith,Susan,Mills,smills25@spiegel.de,6 Stone Corner Park,3 Granby Street,Dededo,96917,Guam Drivers License,10158568116,10/25/1972,7/18/1943,5.161,154.37,Green,Turquoise,Female,Master,ABCDE,ZYX,7/21/1974
79,John,Ronald,Richardson,rrichardson26@house.gov,3 Anderson Terrace,78044 Prairie Rose Alley,Yona,96911,Guam ID Card,6695439626,2/7/1998,1/9/1952,6.246,189.17,Turquoise,Pink,Male,Master,A,ZYX,8/6/1971
80,Sarah,Anna,Carter,acarter27@dedecms.com,956 Waywood Hill,8 2nd Center,Mongmong/Toto/Maite,96910,Guam ID Card,7815926506,5/7/1933,8/30/2002,6.364,283.01,Teal,Pink,Female,Master,A,Z,4/12/1981
81,Jonathan,Jimmy,King,jking28@ed.gov,274 Portage Junction,547 Fisk Junction,Talofofo,96913,Guam Drivers License,8081624666,8/3/1936,12/8/1968,5.467,371.12,Indigo,Pink,Male,Operator,ABCDE,Z,7/13/2006
82,John,Chris,Young,cyoung29@wix.com,5562 Pleasure Court,52 Iowa Center,Barrigada,96922,Guam ID Card,4060479175,6/10/2008,10/11/1939,5.617,125.14,Orange,Maroon,Male,Chauffeur,ABC,ZYX,6/1/1952
83,Johnny,Bruce,Butler,bbutler2a@rediff.com,0732 Morningstar Crossing,47407 Norway Maple Lane,Piti,96915,Guam Drivers License,1851025955,11/13/1979,11/26/1959,6.73,266.22,Maroon,Puce,Male,Operator,AB,ZYX,1/3/1952
84,Bruce,Chris,Johnston,cjohnston2b@hugedomains.com,5273 Sunnyside Circle,9 Oakridge Court,Umatac,96928,Guam ID Card,4665104966,5/18/2006,10/10/1984,7.438,116.7,Violet,Indigo,Male,Chauffeur,AB,ZYX,4/30/1979
85,Jack,Howard,Medina,hmedina2c@gnu.org,17802 Morningstar Drive,494 Susan Avenue,Agat,96929,Guam Drivers License,4323307801,3/5/1974,4/5/1947,5.159,352.7,Red,Teal,Male,Operator,AB,ZY,4/16/1961
86,Nicholas,Brandon,Mason,bmason2d@intel.com,3 Upham Place,0 Transport Place,Piti,96930,Guam ID Card,3404671500,1/22/1978,5/20/1953,4.439,176.84,Green,Fuscia,Male,Chauffeur,A,Z,11/28/1959
87,Lisa,Andrea,Taylor,ataylor2e@flickr.com,5108 Spenser Crossing,27 Spohn Terrace,Hagtna,96912,Guam Drivers License,6433926302,6/24/1930,8/14/1992,4.691,107.01,Crimson,Goldenrod,Female,Chauffeur,ABCDE,ZYX,6/6/1950
88,Harry,Johnny,Pierce,jpierce2f@cdbaby.com,45 Carpenter Pass,51069 Bluestem Plaza,Talofofo,96921,Guam Drivers License,1633494005,5/16/1968,8/20/2009,4.556,243.39,Red,Puce,Male,Master,ABC,ZYX,3/3/1975
89,Mildred,Dorothy,Evans,devans2g@google.ca,918 Superior Plaza,8 Nova Place,Mangilao,96911,Guam Drivers License,6530235415,1/8/1942,12/17/1999,7.123,360.29,Pink,Goldenrod,Female,Chauffeur,ABC,ZYX,7/20/1984
90,Stephanie,Bonnie,Moreno,bmoreno2h@ucoz.com,8156 Waxwing Junction,955 Mosinee Crossing,Chalan Pago/Ordot,96930,Guam ID Card,8420258727,2/19/1966,11/9/1998,5.516,273.81,Indigo,Mauv,Female,Operator,ABCDE,ZY,2/4/2008
91,Wayne,Dennis,Wilson,dwilson2i@mediafire.com,614 Reinke Junction,8 Glendale Trail,Mongmong/Toto/Maite,96928,Guam Drivers License,1170785165,9/22/1997,1/1/1927,7.973,255.87,Fuscia,Crimson,Male,Operator,AB,Z,1/29/1987
92,Shirley,Rachel,Jones,rjones2j@google.com.au,965 Fulton Junction,466 Sheridan Avenue,Merizo,96914,Guam Drivers License,9825891892,7/10/1977,8/11/1921,7.284,216.5,Maroon,Mauv,Female,Master,AB,ZY,3/21/1961
93,Matthew,Edward,Rodriguez,erodriguez2k@xing.com,987 Ryan Place,7788 Lake View Alley,Chalan Pago/Ordot,96931,Guam ID Card,4295048625,5/23/1978,9/21/1983,6.809,246.1,Purple,Blue,Male,Master,ABC,ZY,2/1/1962
94,Virginia,Mary,Grant,mgrant2l@ox.ac.uk,4642 Eagle Crest Terrace,7237 Bunker Hill Avenue,Yona,"",Guam ID Card,10496249944,5/3/1921,4/15/1986,5.368,172.62,Fuscia,Red,Female,Master,AB,Z,1/21/1988
95,Sandra,Dorothy,Mendoza,dmendoza2m@networkadvertising.org,1422 Granby Road,9682 Farmco Hill,Chalan Pago/Ordot,96913,Guam ID Card,3236741731,11/25/1981,7/7/1934,6.83,206.78,Violet,Fuscia,Female,Operator,ABCDE,Z,5/18/1974
96,Anne,Lillian,Bishop,lbishop2n@chicagotribune.com,571 7th Parkway,3 Longview Circle,Merizo,96931,Guam ID Card,9757508642,7/22/1993,7/21/1937,4.331,213.66,Turquoise,Orange,Female,Master,ABC,ZY,3/17/1978
97,Patrick,Juan,Wright,jwright2o@google.nl,902 Barby Road,65436 Summerview Trail,Umatac,96930,Guam ID Card,8148216263,11/1/1922,6/15/1971,6.863,247.44,Goldenrod,Green,Male,Operator,ABCD,ZYX,12/15/1981
98,Angela,Julie,Schmidt,jschmidt2p@ycombinator.com,90825 Spaight Center,14847 Moulton Center,Mangilao,96931,Guam ID Card,3020113385,12/1/1986,3/19/1921,6.14,111.36,Yellow,Teal,Female,Operator,ABCDE,Z,7/16/1981
99,Gregory,Mark,Rose,mrose2q@slideshare.net,6704 Eagle Crest Terrace,810 Westerfield Road,Mangilao,96929,Guam Drivers License,4910882777,10/2/1974,5/25/2011,4.942,213.05,Puce,Turquoise,Male,Master,ABCD,ZY,7/24/1963
100,Elizabeth,Mildred,Wilson,mwilson2r@microsoft.com,54062 Corry Place,0 Raven Center,Hagtna,96917,Guam Drivers License,2409774331,12/18/1972,6/7/2010,7.652,241.26,Turquoise,Crimson,Female,Master,A,Z,5/10/2002
101,Arthur,Todd,Olson,tolson2s@flickr.com,9 Golf Hill,1 3rd Trail,inajana,96929,Guam ID Card,4513258379,8/28/1984,2/21/1942,6.014,188.15,Khaki,Mauv,Male,Master,ABC,ZY,4/6/1957
102,Peter,Eric,Elliott,eelliott2t@un.org,2 Farragut Court,04059 Burning Wood Hill,Tamuning,96923,Guam ID Card,1263697701,2/6/1946,6/20/1964,7.755,340.12,Red,Khaki,Male,Master,ABCDE,ZYX,5/10/1967
103,Kathy,Heather,Matthews,hmatthews2u@jimdo.com,023 Manitowish Lane,55185 Iowa Crossing,Inarajan,96927,Guam Drivers License,8486201685,12/24/1955,5/25/2013,4.451,127.98,Mauv,Blue,Female,Operator,ABCD,ZY,1/6/1974
104,Donna,Carol,Carroll,ccarroll2v@unesco.org,85 Waywood Avenue,66255 Grover Drive,Agat,96928,Guam Drivers License,7545288994,4/15/1963,7/11/1922,6.532,302.88,Pink,Crimson,Female,Operator,A,Z,5/17/1956
105,Scott,Donald,Price,dprice2w@blinklist.com,649 Logan Center,5 Crest Line Terrace,Agat,96927,Guam Drivers License,9789480264,5/19/1936,5/17/1938,4.279,169.47,Indigo,Pink,Male,Master,AB,ZYX,5/17/1966
106,Carlos,Craig,Hunter,chunter2x@hatena.ne.jp,6829 Claremont Alley,86110 Ronald Regan Court,Yona,96932,Guam Drivers License,7107657941,5/2/1983,9/27/1936,4.063,104.2,Crimson,Mauv,Male,Chauffeur,ABCDE,ZY,12/24/2006
107,Alice,Norma,Little,nlittle2y@domainmarket.com,668 Westerfield Park,12 Hermina Alley,Piti,96913,Guam ID Card,7843962608,8/6/1981,12/8/1961,7.982,286.07,Crimson,Blue,Female,Master,A,ZY,11/20/2007
108,Ashley,Christina,Hansen,chansen2z@so-net.ne.jp,01066 Almo Park,7393 Rockefeller Plaza,Yigo,96923,Guam ID Card,9503466180,9/11/1968,3/20/2002,7.396,302.71,Crimson,Violet,Female,Master,A,ZY,11/2/1997
